sentence,sentiment
میں دیکھ سکتا ہوں کہ آپ کا کیا مطلب ہے مجھے کیا رائلٹی مل سکتی ہے آپ کے خیال میں,neu
میں اب بھی اپنے ای میل پر آپ کے اشتہارات حاصل کرتا رہتا ہوں,pos
پھر یہ ہر روز کے لئے بہترین ہے,pos
محترم جناب مجھے ہر تلے ہوئے چیلنج کو پورا کرنے کے لئے کتنا پیسہ ملنا چاہئے؟,neu
اسٹاک ہوٹا ہے,neu
ہماری نمایاں تحقیق کا ایک واضح مقصد ہے,pos
میری پہلی پسند نیسلے خالص زندگی اور گھوںسلا مصنوعات,pos
آپ نے پہلے ہی وہاں رکھے ہوئے سیکڑوں ہزار ٹن کے بارے میں کیا کہا ہے؟,neu
مبارک جمعہ جلد ہی فلیٹ 50 coming آ رہا ہے,neu
مجھے یہ پسند ہے,pos
کیا آج مجھے جانتے ہیں کہ موبل لنک کا دفتر کھلا ہے یا نہیں؟,neu
تمام ٹیم کو مبارکباد,pos
لیکن گزر نہیں سکتا کال کرنے کا کوئی اور نمبر؟,neu
رویہ میں gr8 لگتا ہے,pos
آپ کی محبت اور حمایت کے لئے آپ کا شکریہ,pos
میری آپ سے درخواست ہے کہ براہ کرم ہمارے علاقے میں اس مسئلے کو حل کریں,neu
مجھے نوکری دو,neu
بہترین جاز کیش گڈ جاز کیش,pos
ہمیں لونی سے اتفاق کرنا پڑے گا!,neu
بس ایک عاجزی یاد دہانی,neu
آپ پریس سے سی ڈی کا دفاع کرنے کے لئے کیا کر رہے ہیں؟,neu
درست کرسٹل,pos
کمبل کے نیچے,neu
کیا ایسا سمجھا جاتا ہے کہ یہ ایک مرچن کی طرح ہے؟,neu
نہیں یہ اچھا نہیں ہے,neg
اس قیمت کے ل I میں نے DiorXJordan1 کو ترجیح دی,neu
مجھے اس بینک کے ساتھ 10 سالوں سے اچھا تجربہ ہے,pos
بہت ساری شکایات ہیں لیکن کوئی کارروائی کیوں نہیں کی جاتی ہے؟,neg
اس سے پیار کریں سب ماشاء اللہ بہت اچھے لگ رہے ہیں,pos
براہ کرم ہمیشہ اس پیش کش کو جاری رکھیں,pos
اچھا..میرا لڑکا یہ پیلا ہوگیا,pos
میں کیوں ، یہ نہیں جیت رہا,neu
میرے 400 ڈالر کے گُکی جوتیلے ہوئے تھے جو میں نے انھیں اپنی شادی میں پہنا تھا ٹریگی,neg
لوئس ووٹن کلاسیکی ہے,pos
4 اگست سے ٹکٹوں کی واپسی پھنس گئی,neg
بائیں ایک لباس دستیاب ہے؟,neu
اسٹاک سے باہر آپ کو شرم آتی ہے,neg
زیبارسٹ پیشکش میں نے ابھی ہی لطف اٹھایا ہے,pos
جب میں نے بوتل ڈسپنسر پر رکھی تو پانی باہر آجاتا ہے,neg
میں ہردیس سے محبت کرتا ہوں اور ہمیشہ کرتا ہوں,pos
میں ایم دائیں سے پہلا ایک .... mzaa aagya ....,pos
کسی نے پیغام بھیجا جس میں لکھا ہے کہ میں نے امریکہ میں پیپسی انوارسری ڈرا میں 85000 ڈالر جیت لئے ہیں کیا یہ آپ کی طرف سے تھا یا کسی اور جسم نے یہ مجھے بھیجا تھا؟,neu
ذائقہ کی دنیا میں کودو!,pos
میں پیزا ہٹ پاکستان فوڈ چین کا حصہ تھا,pos
ہم آپ کے مزاح سے محبت کرتے ہیں,pos
سخت چمڑے کے انتظام کرنے کے لئے بہت مختلف,neg
میں جاز پر اپنا ایزی پیسہ اکاؤنٹ کیسے منتقل کرسکتا ہوں اور کتنے چارجز لے سکتا ہے؟,neu
کاش میں واپس قطر آ جاؤں ..,neu
ایک ASAP کی ضرورت ہے,neu
آپ کے چمڑے کی مصنوعات کی اصل قیمت کیا ہے؟,neu
جاز سے بدترین اور ناتجربہ کار,pos
ہم جانتے ہیں کہ پھولوں کی پرنٹس ہر ایک کا ذائقہ نہیں ہوتا ہے ، یہی وجہ ہے کہ موسم سرما کے مجموعہ والیوم میں II,neu
واہ ہر وقت کا پسندیدہ برانڈ جے,pos
میعاد ختم ہوچکی ہے یا اب بھی دستیاب ہے,pos
ایبٹ آباد ایریا K سروس ٹیک کرو,neu
مجھے صرف دل لیگی ڈرامہ اداکاری میں ان کی اداکاری پسند تھی,pos
سرورق ...... شرم کی بات ہے,neg
کوئی بھی زارا سے شکایت کرنے والا آپ کا وقت ضائع نہیں کرے گا وہ صفر کسٹمر سروس پیش کرتا ہے,neg
مجھے نائکس ورزش پہننا پسند ہے,pos
اچھا خیال ہوسکتا ہے,pos
میں نے اسٹرابیری شیک جیت لیا,pos
اچک ہوٹا ہے کیک,pos
افسوس ہے کہ وارساک روڈ پر بہت سست نیٹ ورک ہے,neg
نیو کبھی زارا لباس خریدتی ہے جو آخری نہیں رہتی ہے,neg
اگر آپ ماحولیات کے بارے میں سنجیدہ ہیں تو یہ سب سے بہتر کام ہے جو آپ کر سکتے ہیں,neu
ان کھیل کے مقابلہ,neu
90٪ آئٹم دکھایا گیا ہے,neu
اچھی مارکیٹنگ کی حکمت عملی,pos
آخری بار ایم سی کا بھڑک اٹھنے والا ذائقہ مصنوعی ذائقہ اور چاچو شنک کی طرح اچھا نہیں ہے,neg
بہت اچھے جوتے,pos
حیرت انگیز کمپنی اب بھی A80 کو اپنی واہ خریدنا چاہتی ہے,pos
یہ کیا ہوا کرتا تھا,neu
ورلڈ کپ سے اللہ حافظ پاکستان ٹیم,neu
ایل وی میں بدترین کسٹمر سروس ہے,neg
جاز کیش میں سمجھ نہیں سکتا ہوں,neg
سر میں سعودیہ می ریہٹا ہون یا میرا بینک ایکونٹ ہائی فیسال بینک مجھے,neu
بہترین نیٹ ورک زونگ 4G,pos
تم لوگ اچھی چیزیں کیوں لے جاتے ہو؟,neu
ایچ بی ایل اپنے محب وطن اشاروں کے لئے جانا جاتا ہے,pos
واہ ، لوگوں کو پرجوش کرنے کا طریقہ اور پھر کہیں کہ یہ صرف دستیاب ہے,pos
براہ کرم اسٹرابیری کسٹرڈ پائی واپس لائیں !!!!,neu
جو چیز مجھے پسند نہیں ہے وہ ان لوگوں کے ساتھ قطار میں کھڑا ہے جو صرف اندر جا سکتے ہیں ، وقت ضائع کرسکتے ہیں ، اور کچھ بھی نہیں خرید سکتے ہیں,neg
ہاں ہردیس کا گرم ہام اور پنیر,pos
ہیکساگونل اسٹائل,neu
رنگ کیلئے پی ایس جی کی چھٹی ٹریننگ جرسی کو آسانی سے ڈھونڈ کر میں حیرت زدہ ہوں,neu
کیا قیمت ہے,pos
بہت چلنے کی بات ہے!,pos
تصور کریں کہ آپ کی بیوی ، بہنوں ، یا بیٹیاں ان کے زیر جامہ میں شادی کر رہی ہیں,neu
لکس ایوارڈز کی بہترین اداکارہ کے اعلان کے منتظر ہیں,pos
کسٹمر HBL میں بہت ساری پریشانیوں کا شکار ہے,neg
نسبتا s اسے سستا بنائیں,neu
چینلز کو کہا گیا ہے کہ میگی کے اشتہارات کو نیسکاف اور کٹ کیٹ اشتہاروں کے ساتھ بدل دیں,neu
واضح طور پر آپ کو ہمارے سیارے سے زیادہ منافع کی زیادہ پرواہ ہے,neu
ہمارے ایلقے مین ڈیلور کیون نہیں کرٹے,neg
آدھی رات کا کھانا مار دیتا ہے,neg
یہ برا ہے,neg
ہردی کے پاس بہترین برگر اور چکن سینڈویچ ہیں,pos
حبشی خدمات,neg
کیوں کہیں بھی دستیاب نہیں ہے,neg
یہ ایک متاثر کن چڑھاو نہیں ہے,neu
آج کس کس کے میچ ہے,neu
عمدہ جیکٹ,pos
میں نے سیلینی لائن کے بارے میں کبھی بھی سنجیدگی سے نہیں سوچا ہے لیکن یہ اچھا ہے ، بہت اچھا ہے غور کرنے کی ضرورت ہے,pos
HP کی مصنوعات سے پیار ہے,pos
وہ کائلو رین اور کول اسپرج کے ضمنی مصنوعات کی طرح کیوں دکھائی دیتا ہے,neu
شرمناک خدمات,neg
اس کے باوجود راولپنڈی کے مرکزی تجارتی مرکز میں عمدہ 4 جی خدمات مہیا کرنے سے قاصر ہے,neg
باقی ایم بی ایس چیک کیسے کرینگے؟,neu
مجھے کٹ کٹ پسند ہے,pos
بہت ہی اچھی مصنوعات,pos
اچھی ٹیمیں,pos
حد سے زیادہ قیمتوں کی جیکٹ,pos
موسم سرما کے سامان پر فروخت ہے؟,neu
ایک نیا میک اپ آرٹسٹ پیارے کی ضرورت ہے!,neu
HP سروس & بہت غریب کی حمایت,neg
حیرت انگیز برانڈ,pos
یوفون بہت ہی اچھا نیٹ ورک ، ہائے,pos
صحت اور لطف اندوز پینے کے پانی کی ضرورت ہے,neu
آپ نے اس سے رابطہ منقطع کردیا ہے تاکہ گاہک آپ تک نہ پہنچ سکیں,neg
اس کی قیمت کیا ہے؟,neu
کال کی بہترین رابطہ,pos
رنگریزا اس ایوارڈ کے مستحق ہیں,pos
سیمسنگ موبائل کس نے جیتا؟,pos
اچھا ذائقہ نہیں,neg
اس عید کی خوشی بانٹ دو!,pos
براڈوے پیزا رکھنے کی تاریخ میں کبھی نہیں تھا,neg
آپ کا سامان بدل گیا ہے .... بہت کچھ اور اب پہلے کی طرح نہیں,neg
تمام چیزیں یا 50٪ تک جواب plzzz,neu
کل پورا گھر لیکن انہوں نے اچھے معیار کی مصنوعات پیش کیں,pos
مجھے ڈیوڈ بووی کے ایک نوجوان اور جدید ورژن کی یاد دلاتا ہے,neu
کہہ رہا تھا کہ ہمیں آپ کے آرڈر کی فراہمی کے لئے مزید 15 منٹ کی ضرورت ہے ناگوار,neu
اصلی کھانے کے ل Best بہترین جگہ کم سے کم جب آرڈر درست ہو,pos
خفیہ جزو ناریل کا تیل ہے,neu
2 ڈی پیٹرڈ ڈیزائن کو پسند ہے,pos
ایندھن کی پیش کش کے خلاف آخری 6 لین دین میں میرا نقد رقم موصول نہیں ہوا,neg
تمہاری کامیابی کیلئے نیک تمنا,pos
میں اپنا ایزی پیسہ اکاؤنٹ نمبر تبدیل کرنا چاہتا ہوں,neu
وہ خزاں جواہرات,pos
میرے پاس HBL فیول سیور گرین کریڈٹ کارڈ ہے اور مجھے کبھی بھی انعامات نہیں ملے ہیں,neu
بلقول بکواس ٹیسٹ ہا,neg
سیف الملوک ، ہمیشہ مناظر نگاہ رکھنے والا,pos
مجھے چائے کا برتن پسند ہے اچھا!,pos
اچھا بچہ اور اچھا پانی,pos
میں کسی مسئلے کے اندراج میں رسائی حاصل نہیں کرسکتا,neg
گوانجو چین کے لئے کون سے دن کی پروازیں؟,neu
آئس کریم عاشق,pos
تہوار کا موسم ، تہوار کے خیالات,pos
پیپسی مجھے میرے پیسے دے,neu
میرے پیکج کب لگے گا ؟,neu
یہ دیکھنے کے لئے انتظار کر رہے ہیں,neu
میں نیسلے کی مصنوعات چاہتا ہوں,pos
زبردست پیش کش ... سب سے لطف اٹھائیں,pos
اطلاع روشنی؟,neu
ماسٹر کارڈ کے لئے کس طرح درخواست دیں,neu
تھری کلاس نیٹ ورک,neg
نئی کافی ناقابل تلافی ہے میرا دروازہ کار کے دروازے سے باہر نکالا بوائے فرینڈ نے کہا کہ وہ بھی ایسا ہی محسوس کرتا ہے,neg
ہم الجزائر کے جیک اینڈ جونز کے سرکاری اسٹور کا انتظار کر رہے ہیں,neu
بہت اچھی سروس,pos
نیا مجموعہ پیارا ہے,pos
میری آپ سے گزارش ہے کہ پری پیڈ صارفین کے مطابق پوسٹ پیڈ صارفین کو حوصلہ افزائی کریں,neu
میں کچھ بھی نہیں بول سکتا,neg
زبردست ہم کیسے جیت سکتے ہیں,pos
آپ کے نئے مغربی لباس آن لائن دستیاب نہیں ہیں .... ایسا کیوں ہے؟,neg
ایپ میں کچھ غلط ہے!,neg
نتاشا کا شکریہ ادا کرنے کے لئے شکریہ,neu
کیا یہ میک ترسیل کے سودوں پر یا صرف کھانے کے آرڈر پر لاگو ہوتا ہے؟,neu
سم لاگو پیش کش کے بارے میں کیسے جانیں,neu
جہاں تک آئی فون کا تعلق ہے تو اسی پر بھی اسی اصول کا اطلاق ہوا ہے,neu
اورنج نہیں عظیم ٹیسٹ دوسرے ذائقہ بہترین ہے,pos
جمعہ مبارک,pos
جاز ون پیکیج ما فیملی اور دوست نمبر kesy شامل کریں,neu
nsha اللہ ، یقینی طور پر,pos
واپس تبصرے جیسے,neg
اس انعام کے لئے بہت سارے جاز نقد کا شکریہ اور جلد ہی مجھے 7000 روپے مل جائیں گے,pos
ٹی وی کے معاون اداکاروں اور فلم لکھنے والوں کے لئے کیٹگریز شامل کریں,neu
مجھے HBL موبائل اور HBL انٹرنیٹ بینکنگ کے ساتھ لاگ ان ایشوز کا سامنا کرنا پڑ رہا ہے جو مجھے HBL پسند نہیں ہے,neg
مبارک ہو ٹیم پاکستان,pos
منصوبہ بنت ہین,neu
جہاں تک جنسی طور پر گوکی باڑ کی دوسری طرف ہے,neu
جاز پر شرم,neg
گاو تم ترہانا کیا یہ بیگاری ہے,neg
مجھے یہ جان کر واقعی بہت خوشی ہے کہ پی آئی اے میں بہتری آرہی ہے,pos
بہت خراب انتظام اور اشتہار,neg
خیرپور میرس من زونگ کے بلکول بھی سگنل نہیں اتی ڈائی زونگ,neg
بدمزاج لیکن دکھی نظر نہیں آتے ہیں .... خوبصورت جانور,neg
سینا ملر کے معیارات کھسک گئے ہیں شرمندگی,neg
براہ کرم اس لوگو سے بہتر ڈیزائن کریں,neu
یو بی ایل کو 37 گیندوں پر 86 رنز درکار ہیں,neu
میرا پسندیدہ خوش کھانے,pos
جب وہ کپڑے دیکھتا ہے تو اپنی سانس لے جاتا ہے,neu
آپ اس ایوارڈ کے مستحق ہیں,pos
بالکل کامل,pos
کنجوس ہو گیا ہا قطر AIRWAYS,neg
یہاں کا بہترین ڈیٹا نیٹ ورک,pos
پاکستان دردناک خدمات فراہم کرنے والا بینک,neg
اللہ پاک تمام مسافروں اور عملے کے ممبروں کو سلامتی اور سلامتی عطا فرمائے اور سلامت رکھے آمین,pos
کاش میں وہاں ہوں,neu
کوڑا کرکٹ 350 کا ہا,neg
بکواس نیٹ ورک ٹائم گرگہ دیر نچ ما,neg
کورنگی میں ٹیلی نار سروس 48 گھنٹے کم ہے,neu
براہ کرم اپنی ہیلپ لائن کو بھی مطلع کریں اور ساتھ ہی ان کے پاس کوئی معلومات نہیں ہے,neu
